Origin,Destination,TemperatureC,WindSpeedKph,ScheduledDepartureHour,DelayMinutes
BLR,BOM,22.3,5.6,6,26
HYD,DEL,32.4,22.9,23,0
BLR,HYD,30.5,1.0,7,17
BLR,DEL,24.4,18.3,5,0
HYD,BLR,27.4,17.7,7,10
BOM,HYD,20.1,19.0,7,30
BOM,HYD,26.5,6.5,7,0
MAA,BLR,22.3,7.0,5,0
DEL,HYD,27.1,2.4,10,3
BLR,DEL,25.0,24.7,2,60
DEL,BLR,33.3,6.0,21,0
DEL,HYD,22.8,21.3,2,0
HYD,MAA,25.2,15.4,13,47
BLR,DEL,33.4,5.6,15,10
DEL,BOM,20.3,5.7,11,0
MAA,BOM,23.4,8.8,15,23
BOM,DEL,32.6,18.7,8,0
HYD,MAA,27.9,4.5,17,41
MAA,BLR,23.4,0.1,18,0
DEL,BOM,29.2,18.0,11,49
MAA,HYD,25.0,16.7,8,0
BLR,HYD,26.7,16.4,19,15
BOM,DEL,28.3,7.3,5,0
BLR,HYD,30.4,10.7,17,21
DEL,MAA,22.5,15.0,19,6
DEL,BLR,21.8,3.8,23,3
MAA,BLR,23.5,12.6,14,9
BOM,DEL,25.7,9.2,15,53
MAA,BOM,30.1,18.1,8,23
BLR,BOM,31.4,20.7,16,7
MAA,BOM,31.6,6.0,2,12
HYD,BOM,32.2,18.7,17,4
MAA,HYD,25.3,1.1,2,0
HYD,BLR,27.1,2.6,15,29
DEL,HYD,23.3,17.9,15,21
HYD,BLR,26.3,18.5,22,10
HYD,BLR,22.6,15.1,15,13
BOM,HYD,22.1,2.8,5,0
BOM,DEL,28.3,11.5,13,0
MAA,HYD,20.1,19.9,14,0
MAA,HYD,22.6,6.0,22,32
MAA,BOM,34.9,2.5,17,18
HYD,BOM,33.9,10.2,7,0
BOM,MAA,33.2,17.3,23,14
DEL,MAA,29.1,3.1,18,4
HYD,DEL,20.8,6.4,20,17
MAA,BLR,30.9,12.1,4,37
MAA,BOM,25.8,12.7,11,22
MAA,DEL,29.7,20.8,4,20
MAA,DEL,29.2,14.3,13,36
HYD,BOM,32.1,17.4,8,0
HYD,BOM,25.4,8.6,17,15
HYD,BLR,29.0,8.7,3,13
BLR,BOM,28.0,2.0,15,36
HYD,BLR,22.4,24.1,12,29
MAA,BLR,28.5,23.8,19,0
HYD,BLR,22.0,6.1,14,22
BOM,HYD,26.5,6.9,10,23
BOM,HYD,24.2,6.7,16,41
BOM,HYD,28.8,17.8,18,13
BOM,BLR,32.0,24.3,18,51
HYD,BOM,34.9,2.1,18,36
DEL,HYD,32.9,8.2,17,33
MAA,BOM,26.9,18.8,5,0
HYD,BOM,29.0,23.6,4,0
MAA,BOM,20.0,1.3,15,20
BOM,MAA,30.9,3.0,20,14
DEL,BOM,21.1,20.5,23,26
BLR,MAA,21.1,19.6,16,0
BLR,HYD,33.3,1.9,11,43
DEL,BLR,27.5,1.0,1,19
BLR,DEL,24.4,14.8,9,0
BOM,DEL,31.0,3.4,8,8
DEL,BLR,33.0,8.4,22,22
DEL,BOM,24.9,4.8,12,0
HYD,MAA,29.0,5.2,1,0
HYD,BOM,20.9,7.8,7,0
BOM,HYD,31.1,3.8,20,0
DEL,HYD,33.6,22.2,6,2
BLR,DEL,23.8,24.2,8,11
MAA,BLR,23.1,20.1,7,6
DEL,BLR,29.3,19.1,16,6
MAA,HYD,22.1,17.9,15,13
BLR,DEL,32.2,4.4,1,0
HYD,BOM,29.1,16.5,6,23
DEL,HYD,34.7,4.8,2,36
BLR,MAA,21.7,10.1,8,35
BOM,HYD,21.5,1.6,16,0
DEL,BOM,25.6,14.9,23,43
BLR,HYD,20.8,18.2,14,16
DEL,BOM,21.8,6.3,21,0
MAA,DEL,33.7,8.2,22,31
HYD,DEL,28.4,21.7,19,11
BLR,MAA,34.8,20.4,15,35
HYD,MAA,24.1,8.1,9,39
BOM,MAA,20.5,16.7,23,0
MAA,HYD,23.6,8.2,20,29
HYD,DEL,31.1,0.0,6,38
BOM,DEL,21.9,15.2,14,18
DEL,HYD,32.2,19.9,15,0
BOM,DEL,27.6,17.9,11,17
HYD,MAA,22.6,18.7,1,8
MAA,HYD,27.8,14.5,1,1
BLR,MAA,34.2,1.2,11,5
DEL,BOM,22.7,18.3,7,0
BLR,BOM,34.2,16.7,7,0
MAA,BOM,32.6,7.3,15,10
BLR,HYD,33.2,11.3,11,11
BOM,DEL,31.2,10.0,1,0
DEL,BOM,31.0,15.5,6,27
MAA,BLR,32.3,0.5,11,28
BLR,DEL,34.0,16.8,11,31
BLR,BOM,22.8,6.4,3,14
HYD,DEL,32.5,22.1,7,11
DEL,HYD,28.9,19.2,18,17
MAA,DEL,20.1,6.6,18,29
BLR,DEL,21.1,23.0,0,0
MAA,BOM,24.6,15.9,20,26
MAA,BOM,23.9,23.0,16,37
BLR,MAA,22.5,18.1,20,40
DEL,BOM,25.5,17.7,9,2
BOM,BLR,22.1,22.0,4,0
BLR,DEL,20.3,15.3,14,0
HYD,DEL,24.3,21.2,3,0
BOM,MAA,33.9,1.2,6,34
HYD,DEL,21.0,12.2,1,0
MAA,BLR,34.9,1.2,19,0
HYD,MAA,34.4,23.9,7,15
DEL,BLR,22.7,9.5,20,12
DEL,HYD,21.5,3.9,21,13
MAA,BLR,23.0,14.2,9,0
MAA,HYD,26.3,23.3,19,10
DEL,BLR,22.7,19.9,5,0
BLR,BOM,20.1,17.3,16,27
MAA,BOM,21.7,8.6,19,19
BOM,BLR,31.9,3.3,6,0
BLR,DEL,34.4,10.3,16,40
HYD,DEL,28.3,1.3,19,33
BLR,HYD,28.1,16.2,16,38
HYD,DEL,29.2,4.2,17,0
MAA,DEL,23.8,19.4,19,4
BLR,HYD,30.2,4.0,3,0
HYD,BLR,27.3,21.9,9,38
DEL,HYD,21.2,6.3,15,10
MAA,BOM,22.9,22.4,6,10
BLR,BOM,21.3,15.7,13,29
BOM,HYD,27.0,5.1,2,22
BLR,HYD,25.9,15.9,9,26
HYD,MAA,24.5,13.2,6,62
MAA,BOM,26.5,18.4,11,34
MAA,HYD,23.6,14.0,3,0
BOM,MAA,26.3,24.2,12,0
BLR,BOM,31.1,7.7,7,22
BOM,BLR,32.9,21.1,3,9
HYD,DEL,32.6,21.3,10,24
BLR,BOM,33.7,22.8,8,35
MAA,DEL,28.8,2.3,23,28
BLR,DEL,28.5,20.6,20,50
MAA,DEL,27.6,16.1,2,39
DEL,MAA,26.9,9.5,20,0
BOM,BLR,31.2,7.8,4,0
BOM,BLR,23.8,24.6,21,13
DEL,HYD,34.4,17.0,11,16
BLR,DEL,22.3,3.1,6,18
DEL,BOM,24.9,5.5,3,0
BLR,MAA,27.3,13.9,0,8
MAA,HYD,23.0,12.3,10,0
MAA,HYD,29.8,14.1,15,72
BOM,MAA,33.1,15.0,14,6
BOM,DEL,32.4,14.9,4,0
MAA,BOM,31.8,5.0,14,32
BOM,DEL,27.8,5.8,4,8
HYD,DEL,22.2,22.6,14,0
DEL,HYD,27.8,14.8,1,7
BLR,HYD,22.0,19.7,15,12
HYD,BLR,30.6,15.1,21,11
MAA,BOM,29.5,1.8,2,41
BOM,BLR,27.4,6.9,2,0
BLR,HYD,26.3,24.8,19,0
DEL,BLR,20.7,15.3,20,32
BOM,MAA,30.4,24.8,18,0
BLR,BOM,31.0,15.5,18,10
BOM,BLR,33.3,11.6,15,24
BOM,BLR,28.7,8.3,17,24
MAA,DEL,22.5,9.5,15,5
DEL,MAA,31.6,20.1,19,0
BOM,MAA,28.2,17.9,16,0
MAA,BOM,22.9,22.9,14,20
MAA,BOM,21.8,1.7,10,11
BLR,HYD,27.4,2.7,5,40
BLR,DEL,24.2,1.6,7,52
MAA,DEL,22.4,13.9,5,22
BLR,DEL,24.6,10.4,11,0
BLR,DEL,26.5,0.8,21,5
BOM,HYD,21.4,2.4,17,0
DEL,BOM,27.4,12.9,10,34
DEL,BOM,29.6,10.8,19,12
BLR,HYD,34.3,21.0,5,23
BLR,HYD,31.3,11.3,5,28
BOM,BLR,22.2,24.5,4,19
BLR,DEL,29.0,18.2,0,22
BLR,DEL,32.7,1.8,5,27
DEL,MAA,21.5,18.8,4,15
BLR,HYD,26.7,10.8,14,6
BLR,HYD,23.7,20.1,15,0
BLR,BOM,24.1,19.4,3,30
DEL,BLR,34.8,19.3,12,2
MAA,BLR,29.5,21.9,18,17
BLR,BOM,28.7,9.6,4,3
MAA,HYD,32.7,10.6,16,19
BLR,DEL,20.4,8.4,22,8
HYD,MAA,33.9,18.9,6,11
DEL,BLR,23.8,21.2,15,1
MAA,BLR,27.8,16.5,17,43
BLR,HYD,25.7,2.7,11,26
BOM,DEL,26.6,16.0,22,25
MAA,DEL,23.1,19.7,1,15
BOM,BLR,24.7,6.4,11,16
BOM,DEL,24.3,5.4,16,21
BLR,HYD,29.4,3.9,9,25
BOM,MAA,25.1,8.9,8,1
MAA,BLR,29.7,6.0,21,0
BLR,MAA,20.2,18.7,18,14
BLR,HYD,31.3,16.6,4,22
MAA,HYD,31.6,6.9,16,0
BOM,BLR,22.9,24.8,12,18
BLR,MAA,27.7,20.4,9,8
DEL,BLR,29.4,23.9,5,22
DEL,MAA,20.2,4.9,16,16
BLR,HYD,22.4,5.9,16,20
DEL,HYD,26.1,19.4,1,57
HYD,MAA,26.4,16.2,18,14
MAA,BLR,21.5,7.2,0,2
HYD,BOM,28.5,14.9,18,20
BOM,MAA,33.9,3.7,5,30
DEL,MAA,21.9,12.7,23,32
BLR,MAA,24.0,14.6,8,0
HYD,BLR,28.6,5.9,15,12
MAA,HYD,20.7,6.3,19,0
HYD,BOM,23.6,7.0,0,0
DEL,BOM,20.8,4.4,1,9
HYD,DEL,30.5,17.8,2,6
HYD,MAA,32.2,21.7,8,0
BLR,MAA,25.8,18.1,22,17
HYD,BOM,22.1,14.8,16,0
MAA,BOM,33.4,18.2,22,16
HYD,BOM,27.2,23.0,20,0
MAA,BOM,29.2,18.2,17,1
DEL,HYD,24.5,1.2,2,0
BLR,DEL,20.9,4.0,23,29
BLR,HYD,25.8,12.0,8,2
BLR,HYD,22.2,22.3,5,37
HYD,DEL,32.6,17.9,20,0
BOM,MAA,28.7,12.2,20,4
DEL,BOM,23.4,21.1,3,13
MAA,BLR,24.9,22.4,20,24
MAA,BLR,21.4,13.0,22,0
DEL,BLR,34.1,10.6,20,3
DEL,HYD,23.1,21.7,20,27
BOM,HYD,24.7,23.8,14,24
HYD,MAA,26.6,18.7,19,0
MAA,HYD,28.7,25.0,21,41
BLR,HYD,23.4,20.2,5,8
HYD,DEL,21.9,15.6,4,3
MAA,BOM,28.1,23.4,5,52
MAA,DEL,28.6,13.5,22,36
DEL,MAA,28.6,14.1,8,36
BLR,HYD,30.0,1.1,16,4
HYD,DEL,27.0,14.8,22,25
BOM,BLR,33.9,10.1,13,0
MAA,DEL,24.3,11.5,21,54
HYD,DEL,26.4,20.8,16,22
MAA,HYD,34.8,17.2,5,3
HYD,BLR,26.4,15.3,23,10
HYD,BOM,34.3,17.1,10,24
DEL,MAA,20.6,5.6,23,0
BOM,DEL,20.5,21.5,8,0
BOM,DEL,31.4,2.5,0,38
MAA,DEL,20.1,20.6,20,18
BLR,MAA,22.9,4.6,15,29
HYD,MAA,27.7,19.0,4,31
DEL,BOM,27.4,16.0,6,11
HYD,MAA,20.5,7.1,4,28
MAA,BLR,33.6,11.1,1,17
BLR,MAA,34.8,10.9,1,0
HYD,MAA,24.9,10.3,4,9
BLR,BOM,28.4,21.7,5,10
DEL,HYD,28.7,4.7,7,13
BLR,DEL,20.3,10.7,12,8
BOM,BLR,24.8,22.4,17,0
BLR,HYD,33.2,21.3,9,3
HYD,DEL,25.7,0.1,8,0
MAA,DEL,29.1,22.4,17,9
MAA,BOM,22.8,0.8,12,0
BOM,HYD,26.5,9.7,21,0
BLR,DEL,32.5,7.8,17,4
MAA,DEL,29.0,13.8,16,15
HYD,MAA,22.8,12.8,16,0
HYD,BOM,29.5,3.6,19,0
DEL,BOM,27.5,20.0,22,28
BLR,MAA,21.5,0.4,14,0
DEL,MAA,24.4,13.5,14,9
MAA,DEL,20.3,5.7,3,25
BLR,DEL,27.3,22.9,15,25
BOM,DEL,28.3,8.1,15,16
DEL,BLR,33.8,13.3,22,0
HYD,DEL,31.2,18.2,20,0
MAA,BLR,32.9,14.2,10,0
HYD,DEL,33.4,21.3,7,20
HYD,BLR,29.1,16.8,1,32
BOM,HYD,34.8,18.2,0,9
DEL,BOM,25.7,7.5,14,22
DEL,BOM,34.3,17.1,4,0
BLR,BOM,21.4,13.8,16,19
DEL,HYD,20.3,22.9,9,6
DEL,HYD,34.0,1.2,5,2
HYD,DEL,23.7,1.9,17,11
BLR,DEL,24.0,18.2,3,8
DEL,HYD,20.2,7.3,6,30
HYD,BLR,33.4,4.5,23,6
BOM,BLR,22.6,9.2,7,32
DEL,BOM,21.9,19.8,22,6
MAA,DEL,34.5,16.4,17,0
MAA,HYD,31.2,6.5,19,13
MAA,BOM,20.3,3.7,4,0
HYD,DEL,25.1,15.1,8,29
MAA,HYD,33.7,7.1,23,23
BLR,BOM,30.8,18.9,20,41
MAA,BOM,25.1,15.8,18,0
BLR,MAA,24.9,5.6,21,0
MAA,BOM,30.8,17.3,3,24
HYD,BOM,34.1,10.2,13,45
DEL,MAA,28.4,20.5,1,12
HYD,BLR,34.1,9.7,9,0
HYD,BOM,30.9,4.7,0,18
HYD,DEL,24.4,24.2,4,32
MAA,BOM,28.1,9.1,3,13
DEL,HYD,21.7,24.9,5,0
BLR,MAA,30.7,19.8,4,21
DEL,BLR,24.1,23.3,23,5
BOM,MAA,25.8,13.0,23,0
DEL,BLR,34.1,10.0,20,40
BLR,DEL,27.6,22.3,13,12
BOM,HYD,33.4,9.4,14,29
DEL,BOM,20.9,14.3,15,0
MAA,DEL,24.3,15.9,3,37
MAA,BLR,26.2,2.0,12,6
BLR,BOM,20.3,20.0,14,33
DEL,BLR,25.3,17.8,6,0
DEL,MAA,22.4,5.1,7,5
MAA,BLR,34.8,17.8,0,7
HYD,DEL,23.3,1.8,0,17
BOM,HYD,26.4,2.0,3,11
BLR,MAA,34.1,19.2,14,24
DEL,MAA,34.4,4.2,6,51
DEL,HYD,25.4,7.3,6,5
MAA,HYD,28.9,23.1,0,13
DEL,MAA,23.8,5.3,3,5
DEL,BLR,20.3,16.1,13,0
BLR,MAA,21.2,2.0,7,11
DEL,HYD,33.5,0.3,7,19
DEL,MAA,25.5,16.7,11,13
HYD,BOM,32.6,24.9,2,0
DEL,BOM,30.6,6.8,18,12
DEL,MAA,23.9,18.1,23,14
DEL,BOM,22.4,4.7,8,12
DEL,HYD,21.7,14.9,8,0
MAA,DEL,23.4,4.5,18,31
MAA,BOM,22.5,24.7,1,0
DEL,MAA,27.4,9.9,19,25
BLR,BOM,23.3,8.4,5,5
MAA,DEL,20.4,18.8,1,0
HYD,BOM,33.1,12.0,3,20
DEL,HYD,24.3,9.7,12,11
BLR,MAA,29.2,22.9,15,0
MAA,HYD,21.0,7.1,17,0
BOM,MAA,28.4,21.0,17,27
MAA,BOM,28.3,16.5,4,6
MAA,BLR,21.6,2.2,5,4
DEL,BLR,25.4,14.4,23,3
HYD,BOM,27.7,1.0,11,0
DEL,MAA,25.9,23.3,12,29
HYD,MAA,28.8,7.2,11,45
HYD,BOM,34.9,5.2,20,0
HYD,DEL,25.8,23.8,0,17
BOM,DEL,26.3,7.4,2,0
BOM,DEL,30.7,5.9,1,3
BOM,BLR,23.7,18.1,22,12
MAA,BOM,21.5,4.3,11,0
MAA,HYD,31.5,1.4,23,0
BLR,BOM,22.2,7.8,7,27
MAA,DEL,32.4,18.0,7,35
HYD,BLR,26.9,9.9,16,29
BLR,HYD,32.7,8.6,12,32
BOM,HYD,27.2,9.3,17,7
MAA,HYD,29.5,17.2,23,0
BOM,MAA,26.1,3.5,9,0
BLR,DEL,30.9,5.7,2,1
DEL,BOM,26.2,24.1,8,19
BOM,MAA,22.7,2.5,3,11
BOM,DEL,29.4,7.3,22,28
DEL,MAA,22.6,6.2,4,28
MAA,HYD,21.0,8.6,23,13
BOM,MAA,34.8,20.9,19,28
BLR,HYD,27.2,7.7,9,4
MAA,BOM,29.0,19.5,2,36
HYD,BLR,22.9,12.8,8,8
BLR,HYD,33.6,1.1,0,21
BLR,BOM,23.2,7.6,19,18
MAA,BOM,30.2,21.6,9,52
HYD,DEL,31.1,7.1,9,25
HYD,MAA,28.1,6.9,22,0
HYD,BLR,23.2,4.1,7,39
BLR,BOM,32.6,9.6,10,0
BOM,HYD,26.6,6.6,5,26
HYD,BOM,21.3,21.6,22,6
HYD,DEL,23.6,16.5,4,21
BOM,MAA,24.0,14.8,15,0
MAA,BLR,25.0,24.6,0,21
BLR,HYD,23.4,0.9,2,0
BOM,HYD,32.6,5.0,22,26
BLR,DEL,22.0,11.0,12,17
HYD,BOM,22.0,23.0,11,20
DEL,MAA,30.9,3.0,21,27
BLR,DEL,27.8,3.6,17,0
BOM,MAA,20.7,6.2,15,0
BLR,DEL,24.8,14.8,6,20
DEL,BOM,22.1,8.3,19,0
DEL,HYD,27.9,21.0,1,16
HYD,BLR,21.1,22.3,23,39
DEL,BOM,29.7,23.5,3,0
BLR,MAA,31.5,11.2,3,49
BLR,MAA,33.8,16.3,3,21
BOM,DEL,25.6,15.5,11,54
DEL,BLR,33.5,23.9,21,0
DEL,BOM,24.6,8.2,7,35
MAA,DEL,20.1,10.9,19,25
BOM,HYD,34.2,13.0,22,0
DEL,HYD,24.5,12.1,9,12
BLR,BOM,30.4,22.3,5,5
BLR,HYD,24.7,15.6,12,5
HYD,DEL,22.1,13.6,10,0
HYD,MAA,22.3,21.4,6,7
DEL,BOM,30.5,23.9,21,15
BLR,MAA,33.5,12.4,14,1
MAA,BOM,25.2,20.8,2,0
MAA,HYD,32.0,1.0,9,30
BLR,MAA,31.7,4.4,18,14
BOM,MAA,29.1,7.6,10,1
MAA,BOM,28.7,18.6,19,58
BOM,MAA,26.6,9.2,18,13
BLR,MAA,20.7,4.4,5,10
DEL,BOM,30.2,15.8,23,9
MAA,BLR,32.2,8.2,2,10
DEL,BLR,25.9,1.8,8,74
BOM,HYD,20.6,16.3,8,36
BOM,HYD,25.0,16.5,22,25
HYD,BOM,30.8,4.3,10,17
BLR,DEL,31.7,1.7,14,25
BLR,BOM,29.3,0.5,0,1
BLR,BOM,24.8,18.1,20,27
BLR,HYD,30.3,21.9,11,0
BOM,DEL,24.2,13.3,2,6
BOM,HYD,20.2,21.2,9,12
BOM,DEL,26.7,15.0,21,52
BLR,HYD,27.8,21.1,3,0
BOM,MAA,29.1,12.8,10,96
HYD,DEL,34.2,12.4,22,10
DEL,BLR,27.3,24.0,22,0
DEL,MAA,32.3,22.2,22,11
BOM,BLR,25.6,24.7,15,0
MAA,HYD,28.0,22.2,19,0
MAA,BOM,28.8,19.4,21,3
BOM,BLR,21.9,23.8,21,35
BLR,DEL,30.0,22.0,13,0
HYD,MAA,24.5,8.1,9,24
DEL,HYD,32.6,24.3,21,4
HYD,DEL,28.0,15.9,3,0
BLR,DEL,30.1,5.8,10,10
BLR,HYD,23.1,13.5,16,43
BLR,DEL,26.8,19.3,1,10
BOM,MAA,27.1,14.1,5,0
MAA,BOM,34.0,1.0,10,3
BOM,MAA,27.3,21.4,7,0
DEL,MAA,20.8,22.3,15,17
HYD,DEL,25.5,17.3,16,21
BOM,DEL,34.1,17.2,1,1
BOM,HYD,33.5,0.6,18,43
MAA,DEL,33.4,6.6,11,0
BOM,HYD,29.8,3.6,8,24
DEL,HYD,32.0,18.7,9,0
MAA,HYD,27.6,14.4,15,0
HYD,BOM,20.3,7.2,17,44
BLR,DEL,27.4,13.3,2,38
BLR,DEL,33.2,14.9,10,9
BLR,MAA,25.9,18.5,4,6
BOM,HYD,28.0,24.3,16,12
MAA,HYD,33.2,12.6,22,20
HYD,BOM,23.5,13.5,4,20
MAA,HYD,25.9,11.1,19,54
BLR,MAA,28.3,0.7,15,35
BLR,DEL,25.4,13.5,5,4
HYD,DEL,22.8,19.6,8,34
DEL,MAA,21.1,17.1,21,0
MAA,BLR,31.1,0.7,11,3
DEL,BOM,21.7,21.2,6,4
DEL,BOM,31.9,13.2,17,33
BOM,BLR,34.4,18.6,20,41
BOM,BLR,30.7,7.4,9,33
DEL,BOM,21.8,10.3,9,33
DEL,BLR,20.5,12.3,21,39
DEL,HYD,30.4,7.0,9,24
MAA,HYD,20.6,6.1,6,7
MAA,HYD,27.0,21.0,4,5
HYD,BOM,32.1,13.9,10,5
HYD,MAA,28.4,13.6,8,0
MAA,BLR,34.7,21.0,8,19
DEL,BOM,20.1,14.8,8,28
BLR,HYD,27.1,21.6,7,43
HYD,MAA,28.9,10.2,12,0
MAA,DEL,32.3,14.4,10,3
MAA,HYD,32.9,14.1,1,0
BOM,MAA,28.1,23.9,10,22
MAA,HYD,31.9,12.9,2,38
BLR,HYD,23.3,13.1,9,33
MAA,HYD,24.0,23.1,7,0
BOM,MAA,22.8,8.8,2,22
MAA,DEL,26.5,15.7,13,67
BOM,MAA,28.2,7.9,13,34
DEL,BOM,29.5,16.3,8,53
HYD,BLR,25.0,17.2,11,0
BOM,DEL,28.3,4.1,6,37
MAA,BLR,26.7,18.3,1,22
HYD,DEL,24.5,21.2,8,17
DEL,MAA,33.2,3.0,0,0
BLR,DEL,33.0,6.7,0,19
HYD,DEL,27.9,19.8,15,40
BOM,HYD,21.3,16.6,17,7
DEL,BOM,21.1,13.2,15,62
DEL,MAA,22.2,12.9,17,23
BOM,BLR,21.0,12.8,13,0
HYD,BLR,27.7,7.9,23,2
HYD,BLR,29.3,13.2,22,58
BLR,HYD,26.5,3.7,1,20
MAA,BLR,31.1,22.5,2,9
MAA,DEL,26.5,2.4,4,32
BOM,DEL,30.5,6.4,0,32
HYD,DEL,20.1,2.5,1,39
BLR,BOM,26.9,21.0,13,0
DEL,BLR,29.5,14.3,22,22
MAA,BLR,20.4,14.4,11,0
MAA,DEL,24.5,9.6,7,32
HYD,BLR,29.5,6.3,7,11
BOM,HYD,23.8,7.4,17,2
MAA,BLR,20.8,12.5,1,0
BLR,DEL,26.0,14.7,4,0
DEL,BLR,30.4,6.7,13,36
BOM,HYD,24.8,6.1,2,21
BLR,MAA,30.1,0.5,4,0
BLR,DEL,24.9,20.7,15,9
HYD,BOM,23.8,17.6,3,10
BOM,HYD,33.2,2.6,6,20
BLR,MAA,25.8,4.0,16,42
HYD,MAA,25.4,23.9,7,0
BLR,MAA,25.8,13.6,1,39
BLR,HYD,31.7,6.7,12,27
BLR,HYD,22.9,14.3,20,23
HYD,BLR,21.4,18.0,21,0
DEL,BLR,24.7,13.4,6,10
HYD,BLR,34.5,11.8,9,0
BLR,MAA,32.0,24.7,0,0
HYD,BLR,30.6,19.7,12,26
BOM,MAA,23.2,1.1,12,44
BOM,DEL,30.8,5.2,3,24
BLR,BOM,31.1,2.8,17,12
HYD,BOM,25.4,22.1,9,69
BOM,HYD,32.3,7.4,5,37
BOM,MAA,26.3,18.6,0,0
BLR,DEL,33.2,3.7,17,41
BLR,DEL,26.1,7.0,21,19
DEL,HYD,31.9,4.6,11,14
BLR,HYD,21.6,5.3,23,26
BOM,MAA,31.3,2.2,18,18
BOM,DEL,27.2,7.6,13,14
DEL,BLR,25.7,7.0,21,12
DEL,BLR,20.5,2.1,6,19
HYD,BOM,28.9,23.3,3,30
MAA,BOM,31.5,0.8,19,18
MAA,BOM,25.3,6.6,0,11
BLR,DEL,34.9,7.7,4,31
DEL,BOM,26.3,2.8,9,42
BLR,MAA,24.4,12.2,5,37
DEL,HYD,31.2,1.1,3,5
DEL,MAA,23.6,11.1,8,0
DEL,BOM,24.0,0.7,12,0
MAA,BOM,30.0,22.9,18,2
HYD,BLR,27.9,7.8,20,16
HYD,BOM,24.5,11.7,15,20
BLR,HYD,33.9,19.4,13,13
DEL,MAA,23.1,2.4,5,6
BLR,MAA,25.1,9.3,8,5
HYD,DEL,20.8,20.7,15,1
HYD,BOM,20.9,23.5,2,42
HYD,DEL,29.8,11.8,18,0
DEL,MAA,31.6,16.5,21,27
BLR,MAA,29.1,8.8,18,13
HYD,BLR,22.1,11.7,1,8
DEL,HYD,25.9,20.3,9,21
BLR,DEL,25.6,24.3,4,15
BLR,MAA,25.6,11.2,23,0
BLR,HYD,32.8,20.3,2,34
MAA,HYD,24.8,24.9,6,38
HYD,MAA,30.9,12.0,0,11
BOM,MAA,20.2,7.4,22,0
BLR,BOM,29.2,17.4,11,59
MAA,HYD,27.6,13.1,17,9
BOM,DEL,20.4,0.4,12,0
HYD,BOM,34.7,7.2,1,0
BOM,BLR,23.7,0.2,19,4
BLR,MAA,20.1,22.3,8,34
DEL,BOM,32.5,21.8,22,11
BLR,BOM,27.2,13.5,6,49
BOM,HYD,30.8,4.3,10,58
DEL,MAA,21.3,3.1,18,19
HYD,DEL,31.2,7.1,6,34
BLR,DEL,32.7,1.0,7,48
BLR,HYD,27.8,12.6,10,15
HYD,MAA,25.9,10.6,10,0
MAA,DEL,32.9,5.9,21,3
BLR,MAA,34.7,8.7,13,67
HYD,BLR,27.8,0.5,18,0
DEL,BLR,22.2,4.9,19,48
BLR,HYD,34.3,23.1,18,1
MAA,BOM,25.4,14.2,7,48
HYD,BLR,28.0,12.3,15,66
MAA,HYD,32.2,21.9,13,54
BLR,BOM,24.9,4.7,11,5
BLR,DEL,34.7,3.9,20,0
BOM,MAA,27.1,18.2,13,14
DEL,BOM,29.9,11.9,19,9
DEL,BLR,32.5,11.5,7,4
BOM,HYD,21.0,13.2,13,0
DEL,HYD,32.8,4.3,14,5
BOM,BLR,33.6,19.5,13,15
MAA,HYD,32.9,17.9,22,0
BOM,DEL,26.8,17.0,13,49
HYD,BOM,28.7,0.4,8,39
MAA,BOM,28.3,19.1,19,0
HYD,BOM,27.8,6.0,11,37
HYD,BOM,33.6,9.4,4,22
MAA,BOM,33.9,12.6,6,9
DEL,HYD,30.6,2.8,2,0
DEL,BOM,31.6,12.3,23,0
MAA,BOM,32.2,5.4,4,15
BLR,DEL,31.9,8.8,17,19
BOM,HYD,21.2,7.0,18,20
DEL,HYD,28.6,10.6,6,0
HYD,BOM,23.2,12.2,15,45
MAA,HYD,22.9,8.1,22,0
BOM,DEL,26.7,10.3,0,9
DEL,MAA,28.3,24.8,12,14
BLR,DEL,22.6,18.4,1,29
BOM,MAA,25.2,12.6,0,22
DEL,BOM,30.3,19.9,16,8
MAA,HYD,30.9,0.9,8,19
BLR,DEL,33.5,24.9,16,36
BLR,BOM,34.1,7.8,9,6
BOM,HYD,27.0,14.0,19,33
HYD,MAA,30.6,7.5,2,16
MAA,DEL,26.9,5.2,0,25
MAA,DEL,32.2,5.0,1,37
BLR,HYD,25.5,23.3,0,8
HYD,DEL,27.1,19.2,5,11
BOM,HYD,27.6,8.3,5,32
DEL,BOM,30.5,8.0,1,38
DEL,BLR,34.5,24.8,20,6
BLR,BOM,22.7,7.9,6,0
DEL,MAA,32.5,0.7,4,59
MAA,BOM,34.4,23.4,18,39
DEL,BLR,31.0,7.3,3,0
BOM,MAA,29.2,23.9,23,0
BLR,MAA,28.1,24.9,22,1
BOM,DEL,25.1,3.5,17,38
MAA,DEL,34.6,19.3,22,0
HYD,DEL,34.8,20.7,3,21
HYD,DEL,26.3,11.3,20,31
HYD,BLR,34.5,24.1,7,12
BLR,BOM,30.8,1.3,23,34
HYD,BLR,34.8,11.6,0,5
BLR,MAA,25.6,6.9,4,9
DEL,BLR,23.6,18.0,6,19
BLR,MAA,27.7,12.4,18,0
DEL,BOM,21.8,8.7,8,13
HYD,MAA,28.8,1.2,14,7
BLR,DEL,32.1,24.9,21,9
DEL,MAA,28.8,13.2,15,0
BLR,MAA,22.5,12.9,1,37
